as_of_date,member_id,permno,symbol,ticker_history,company_name,current_security_name,start_date,end_date,source,quote_status
1992-12-31,permno-59408-19760701,59408,BAC,"NCB, NCNB, NB, BAC",BANK OF AMERICA CORP; NATIONSBANK CORP; N C N B CORP; BANKAMERICA CORP NEW,,1976-07-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-58827-19760701,58827,BAC,"BAMR, BAM, BAC",BANKAMERICA CORP,,1976-07-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-58480-19851010,58480,BALY,"BLY, BALY",BALLY MANUFACTURING CORP; BALLY ENTERTAINMENT CORP,,1985-10-10,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-27887-19720914,27887,BAX,BAX,BAXTER TRAVENOL LABS INC; BAXTER INTERNATIONAL INC; BAXTER LABS INC,,1972-09-14,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-61284-19841004,61284,BBF,"BBI, BNET, BBF",BARNETT BANKS FLA INC; BARNETT BANKS INC,,1984-10-04,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-10874-19730301,10874,BC,BC,BRUNSWICK CORP; BRUNSWICK BALKE COLLENDER CO,,1973-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-46877-19750612,46877,BCR,BCR,BARD C R INC,,1975-06-12,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-20220-19760115,20220,BDK,BDK,BLACK & DECKER CORP; BLACK & DECKER MFG CO,,1976-01-15,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-39642-19720914,39642,BDX,BDX,BECTON DICKINSON & CO,,1972-09-14,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-65875-19831201,65875,BEL,"VZ, BEL",VERIZON COMMUNICATIONS INC; BELL ATLANTIC CORP,,1983-12-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-47992-19860605,47992,BEV,BEV,BEVERLY ENTERPRISES,,1986-06-05,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-29946-19821014,29946,BFD,"BF, BFD",BROWN FORMAN DISTILLERS CORP; BROWN FORMAN CORP; BROWN FORMAN INC,,1982-10-14,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-53786-19750814,53786,BFI,BFI,BROWNING FERRIS INDUSTRIES INC,,1975-08-14,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-10866-19570301,10866,BG,"BWS, CAL, BG",BROWN SHOE INC; CALERES INC; BROWN SHOE CO INC NEW; BROWN SHOE CO INC; BROWN GROUP INC,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-24221-19570301,24221,BGE,"CEG, BGE",CONSOLIDATED GAS ELEC LT & PWR; BALTIMORE GAS & ELECTRIC CO; CONSTELLATION ENERGY GROUP INC,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-17961-19680404,17961,BGG,BGG,BRIGGS & STRATTON CORP,,1968-04-04,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-10890-19570301,10890,BGH,"UIS, BGH",BURROUGHS ADDING MACH CO; BURROUGHS CORP; UNISYS CORP,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-75034-19870409,75034,BHGE,"BHI, BKR, BHGE",BAKER HUGHES INC; BAKER HUGHES INC NEW; BAKER HUGHES CO,,1987-04-09,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-51772-19760701,51772,BKB,"FB, BKB",BANKBOSTON CORP; BANK OF BOSTON CORP; FIRST NATIONAL BOSTON CORP,,1976-07-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-57568-19841004,57568,BLL,"BALL, BLL",BALL CORP,,1984-10-04,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-65883-19831201,65883,BLS,BLS,BELLSOUTH CORP,,1983-12-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-18092-19900823,18092,BMET,BMET,BIOMET INC,,1990-08-23,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-43772-19780720,43772,BMS,BMS,BEMIS CO INC,,1978-07-20,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-16571-19570301,16571,BN,BN,BORDEN CO; BORDEN INC,,1957-03-01,1994-12-20,wrds,auto
1992-12-31,permno-50227-19700305,50227,BNI,BNI,BURLINGTON NORTHERN SANTA FE CP; BURLINGTON NORTHERN INC,,1970-03-05,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-19377-19570301,19377,BNL,BNL,BENEFICIAL LN CORP; BENEFICIAL INDL LN CORP; BENEFICIAL FIN CO; BENEFICIAL CORP,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-18551-19910213,18551,BOAT,BOAT,BOATMENS BANCSHARES INC,,1991-02-13,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-26518-19860508,26518,BOL,BOL,BAUSCH & LOMB OPTICAL CO; BAUSCH & LOMB INC,,1986-05-08,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-14883-19570301,14883,BP,"UCC, BP",UNION BAG CAMP PAPER CORP; UNION BAG & PAPER CORP; UNION CAMP CORP,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-19589-19910522,19589,BRNO,BRNO,BRUNOS INC,,1991-05-22,1995-08-17,wrds,auto
1992-12-31,permno-10786-19570301,10786,BS,BS,BETHLEHEM STEEL CORP,,1957-03-01,1996-01-02,wrds,auto
1992-12-31,permno-17137-19820408,17137,BSET,BSET,BASSETT FURNITURE INDUSTRIES INC,,1982-04-08,1995-10-31,wrds,auto
1992-12-31,permno-48354-19760701,48354,BT,BT,BANKERS TRUST NY CORP; BANKERS TRUST CORP,,1976-07-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-59184-19760701,59184,BUD,"ABUD, BUD",ANHEUSER BUSCH INC; ANHEUSER BUSCH COS INC,,1976-07-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-11260-19570301,11260,C,C,CHRYSLER CORP,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-64020-19850516,64020,CAFE,"LUBY, LUB, CAFE",LUBYS CAFETERIAS INC; CAFETERIAS INC; LUBYS INC,,1985-05-16,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-56274-19830901,56274,CAG,"CNAG, CAG",CONAGRA INC; CONAGRA BRANDS INC,,1983-09-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-25778-19870709,25778,CASI,"CA, CASI",C A INC; COMPUTER ASSOCIATES INTL INC,,1987-07-09,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-21979-19570301,21979,CBE,CBE,COOPER INDUSTRIES LTD; COOPER INDUSTRIES PLC; COOPER INDUSTRIES INC; COOPER BESSEMER CORP,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-15368-19570301,15368,CBS,"WX, CBS",C B S CORP; WESTINGHOUSE ELECTRIC CORP; WESTINGHOUSE ELECTRIC & MFG CO,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-20730-19570301,20730,CBS,CBS,COLUMBIA BROADCASTING SYS INC; C B S INC,,1957-03-01,1995-11-24,wrds,reused_symbol_requires_override
1992-12-31,permno-47175-19890511,47175,CC,"WRD, CC",CIRCUIT CITY STORES INC; WARDS INC,,1989-05-11,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-30330-19661006,30330,CCB,CCB,CAPITAL CITIES ABC INC; CAPITAL CITIES COMMUNICATIONS IN; CAPITAL CITIES BROADCASTING CORP,,1966-10-06,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-47079-19760701,47079,CCI,"FNC, CCI",CITICORP; FIRST NATIONAL CITY CORP,,1976-07-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-17726-19570301,17726,CCK,CCK,CROWN CORK & SEAL CO INC; CROWN CORK & SEAL INC; CROWN HOLDINGS INC,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-27087-19910110,27087,CDSG,"BBEC, BV, CDSG",COOK DATA SERVICES INC; BLOCKBUSTER ENTERTAINMENT CORP,,1991-01-10,1994-09-29,wrds,ticker_history_requires_override
1992-12-31,permno-38914-19690522,38914,CEN,"CDA, CEN",CONTROL DATA CORP MN; CONTROL DATA CORP DE; CERIDIAN CORP; CERIDIAN CORP NEW,,1969-05-22,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-10989-19570301,10989,CFG,"BFO, CPC, CFG",CORN PRODUCTS CO; BESTFOODS; C P C INTERNATIONAL INC; CORN PRODUCTS REFINING CO,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-11340-19570301,11340,CG,CG,COLUMBIA GAS & ELEC CO; COLUMBIA GAS SYS INC; COLUMBIA ENERGY GROUP,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-38893-19850523,38893,CGP,CGP,COASTAL STS GAS CORP; COASTAL CORP; COASTAL STS GAS PRODUCING CO,,1985-05-23,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-47896-19760701,47896,CHL,"CMB, JPM, CHL",CHASE MANHATTAN CORP NEW; JPMORGAN CHASE & CO; J P MORGAN CHASE & CO; CHEMICAL BANKING CORP; CHEMICAL NEW YORK CORP,,1976-07-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-22753-19870212,22753,CHRS,CHRS,CHARMING SHOPPES INC,,1987-02-12,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-59192-19760701,59192,CHUB,"CB, CHUB",CHUBB CORP,,1976-07-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-64186-19820408,64186,CI,CI,CIGNA CORP NEW; C I G N A CORP; CIGNA CORP,,1982-04-08,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-46658-19760701,46658,CIC,CIC,CONTINENTAL CORP,,1976-07-01,1995-05-09,wrds,auto
1992-12-31,permno-18446-19570301,18446,CKL,CKL,CLARK EQUIPMENT CO,,1957-03-01,1995-05-19,wrds,auto
1992-12-31,permno-46578-19690116,46578,CLX,CLX,CLOROX CO,,1969-01-16,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-41718-19760701,41718,CMB,CMB,CHASE MANHATTAN CORP; CHASE MANHATTAN BANK NY,,1976-07-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-25022-19871008,25022,CMCSA,CMCSA,COMCAST CORP,,1987-10-08,1993-12-10,wrds,reused_symbol_requires_override
1992-12-31,permno-53401-19870625,53401,CMY,"THY, CMY",TRANSITIONAL HOSPITALS CORP; COMMUNITY PSYCHIATRIC CENTERS,,1987-06-25,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-47626-19760701,47626,CNA,"CAF, CNA",C N A FINANCIAL CORP,,1976-07-01,1994-03-01,wrds,ticker_history_requires_override
1992-12-31,permno-41929-19760701,41929,CNF,"CNW, CNF",CONSOLIDATED FREIGHTWAYS INC; C N F INC; CNF TRANSPORTATION INC; CON WAY INC,,1976-07-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-21821-19570301,21821,CNG,CNG,CONSOLIDATED NATURAL GAS CO,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-53081-19760701,53081,CPH,"PVN, CPH",CAPITAL HOLDING CORP; PROVIDIAN CORP,,1976-07-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-68347-19880225,68347,CPQ,"CMPQ, CPQ",COMPAQ COMPUTER CORP,,1988-02-25,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-20204-19570301,20204,CR,CR,CRANE HOLDINGS CO; CRANE CO,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-62164-19850509,62164,CRAY,"CYR, CRAY",CRAY RESEARCH INC,,1985-05-09,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-71765-19870709,71765,CRR,CRR,CONRAIL INC; CONSOLIDATED RAIL CORP,,1987-07-09,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-27263-19901231,27263,CSFN,"PNBC, PHNA, CFL, CSFN",P N B CORP; PHILADELPHIA NATIONAL CORP; CORESTATES FINANCIAL CORP,,1990-12-31,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-23851-19570301,23851,CSR,CSR,CENTRAL & SOUTH WEST CORP,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-62148-19801106,62148,CSX,CSX,C S X CORP,,1980-11-06,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-40125-19810514,40125,CSZ,"CSC, DXC, CSZ",D X C TECHNOLOGY CO; COMPUTER SCIENCES CORP,,1981-05-14,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-27430-19900525,27430,CTB,CTB,COOPER TIRE & RUBBER CO,,1990-05-25,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-53831-19770331,53831,CTX,CTX,CENTEX CORP,,1977-03-31,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-41080-19650107,41080,CUM,"CMI, CUM",CUMMINS INC; CUMMINS ENGINE INC,,1965-01-07,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-87127-19890824,87127,CYM,"CYPM, CYM",CYPRUS AMAX MINERALS CO; CYPRUS MINERALS CO,,1989-08-24,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-64936-19830520,64936,D,D,DOMINION ENERGY INC; DOMINION RESOURCES INC VA NEW; DOMINION RESOURCES INC VA,,1983-05-20,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-26112-19680201,26112,DAL,DAL,DELTA AIR LINES INC,,1968-02-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-11607-19570301,11607,DCN,DCN,SPICER MFG CO; DANA CORP,,1957-03-01,1996-01-02,wrds,auto
1992-12-31,permno-19916-19570301,19916,DCS,"VO, DCS",DISTILLERS CORP SEAGRAMS LTD; SEAGRAM LTD,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-11703-19570301,11703,DD,DD,DU PONT E I DE NEMOURS & CO,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-49429-19861002,49429,DDS,DDS,DILLARDS INC; DILLARD DEPARTMENT STORES INC,,1986-10-02,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-43916-19751016,43916,DEC,DEC,DIGITAL EQUIPMENT CORP,,1975-10-16,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-57592-19810625,57592,DGN,DGN,DATA GENERAL CORP,,1981-06-25,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-19254-19570301,19254,DI,DI,DRESSER INDUSTRIES INC; DRESSER MANUFACTURING CO; DRESSER S R MANUFACTURING CO,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-24715-19841004,24715,DIA,"MXS, DIA",DIAMOND ALKALI CO; MAXUS ENERGY CORP; DIAMOND SHAMROCK CORP,,1984-10-04,1995-03-30,wrds,ticker_history_requires_override
1992-12-31,permno-30067-19840816,30067,DIGI,DIGI,D S C COMMUNICATIONS CORP; DIGITAL SWITCH CORP,,1984-08-16,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-26403-19760701,26403,DIS,DIS,DISNEY WALT CO; DISNEY WALT PRODUCTIONS,,1976-07-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-61743-19860424,61743,DLX,"DELX, DLX",DELUXE CHECK PRINTERS INC; DELUXE CORP,,1986-04-24,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-48506-19791227,48506,DNB,"MCO, DNB",DUN & BRADSTREET CORP; DUN & BRADSTREET COS INC; MOODYS CORP; DUN & BRADSTREET CORP DEL; DUN & BRADSTREET INC,,1979-12-27,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-38682-19840719,38682,DON,"RRD, DNY, DON",DONNELLEY R R & SONS CO,,1984-07-19,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-25953-19851024,25953,DOV,DOV,DOVER CORP,,1985-10-24,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-20626-19570301,20626,DOW,DOW,DOW CHEMICAL CO,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-58990-19780504,58990,DOWJ,"DJ, DOWJ",DOW JONES & CO INC,,1978-05-04,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-13354-19570301,13354,DR,"CUE, DR",NATIONAL DISTILLERS & CHEM CORP; QUANTUM CHEMICAL CORP; NATIONAL DISTILLERS PRODS CORP,,1957-03-01,1993-09-30,wrds,ticker_history_requires_override
1992-12-31,permno-27959-19760701,27959,DUK,DUK,DUKE ENERGY CORP NEW; DUKE POWER CO; DUKE ENERGY CORP,,1976-07-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-62834-19830707,62834,EC,EC,ENGELHARD CORP,,1983-07-07,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-31536-19731115,31536,ECH,ECH,ECHLIN MANUFACTURING CO; ECHLIN INC,,1973-11-15,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-65568-19900305,65568,ECO,ECO,ECHO BAY MINES LTD,,1990-03-05,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-70578-19890112,70578,ECON,"ECL, ECON",ECONOMICS LAB INC; ECOLAB INC,,1989-01-12,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-26075-19660929,26075,EFU,EFU,EASTERN ENTERPRISES; EASTERN GAS & FUEL ASSOCIATE,,1966-09-29,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-11754-19570301,11754,EK,EK,EASTMAN KODAK CO,,1957-03-01,1996-01-02,wrds,auto
1992-12-31,permno-22103-19650107,22103,EMR,EMR,EMERSON ELECTRIC CO; EMERSON ELECTRIC MFG CO,,1965-01-07,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-23317-19570301,23317,ENE,"INI, NNG, ENE",INTERNORTH INC; NORTHERN NAT GAS CO; ENRON CORP,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-43342-19851114,43342,ESY,"LTE, ESY",E SYSTEMS INC; L T V ELECTROSYSTEMS INC,,1985-11-14,1995-04-28,wrds,ticker_history_requires_override
1992-12-31,permno-47159-19881110,47159,FBF,"FLT, INB, FNG, FBF",FLEETBOSTON FINANCIAL CORP; INDUSTRIAL NATIONAL CORP; FLEET FINANCIAL GROUP INC NEW; INDUSTRIAL BANCORP; FLEET FINANCIAL GROUP INC; FLEET BOSTON CORP; FLEET NORSTAR FINANCIAL GRP INC,,1988-11-10,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-25371-19570301,25371,FBO,FBO,FEDERAL PAPER BOARD INC,,1957-03-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-60628-19801106,60628,FDX,"FEDX, FDX",FEDEX CORP; FEDERAL EXPRESS CORP; F D X CORP,,1980-11-06,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-52505-19880609,52505,FFB,"FNS, FFB",FIRST FIDELITY BANCORP NEW; FIRST NATIONAL ST BANCORPORATION; FIRST FIDELITY BANCORPORATION,,1988-06-09,1995-12-29,wrds,ticker_history_requires_override
1992-12-31,permno-50956-19760701,50956,FG,FG,U S F & G CORP; UNITED STATES FID & GTY CO,,1976-07-01,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-23552-19630117,23552,FJQ,"FJC, FJQ",FEDDERS CORP; FEDDERS QUIGAN CORP,,1963-01-17,1994-04-05,wrds,ticker_history_requires_override
1992-12-31,permno-15456-19570301,15456,FL,"Z, FL",FOOT LOCKER INC; VENATOR GROUP INC; WOOLWORTH CORP; WOOLWORTH F W CO,,1957-03-01,1996-01-02,wrds,ticker_history_requires_override
1992-12-31,permno-46295-19740509,46295,FLE,FLE,FLEETWOOD ENTERPRISES INC,,1974-05-09,1996-01-02,wrds,auto
1992-12-31,permno-47271-19871210,47271,FLM,FLM,FLEMING INC; FLEMING COMPANIES INC,,1987-12-10,1996-01-02,wrds,auto
1992-12-31,permno-19166-19640220,19166,FMC,FMC,FOOD MACHY CORP; F M C CORP; FOOD MACHY & CHEM CORP,,1964-02-20,1996-01-02,wrds,reused_symbol_requires_override
1992-12-31,permno-53858-19760701,53858,FNB,FNB,FIRST CHICAGO CORP,,1976-07-01,1995-11-30,wrds,auto
1992-12-31,permno-51043-19880811,51043,FNM,FNM,FEDERAL NATIONAL MORTGAGE ASSN,,1988-08-11,1996-01-02,wrds,auto
